"the_geom","OBJECTID","CROSSING","RAILROAD","RRDIV","RRSUBDIV","HIGHWAY","STREET","TYPEXING","POSXING","STFIPS","CTFIPS","COUNTY","State_ABBR","TYPE"
"POINT (-76.65419579989035 39.30389411860123)","1,624","831635X","CSX","BALTIMORE","HANOVER","MU 2010","BENTALOU ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-78.91846208209192 39.49999216769422)","1,625","832521N","CSX","C&O","THOMAS","US 220","","3","2","24","24001","Allegany","MD","PR"
"POINT (-76.84100071534078 39.71699104328938)","1,626","832056S","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-76.85024771538305 39.67238205269807)","1,627","832045E","CSX","BALTIMORE","HANOVER","CO192","ALESIATOLINEBORO","3","3","24","24013","Carroll","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,628","831849P","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24510","Baltimore","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,629","831845M","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24510","Baltimore","MD","PR"
"POINT (-78.77206111810018 39.65027613237477)","1,630","832527E","CSX","C&O","GEORGES CREEK","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-76.05457097167032 39.56301604497543)","1,631","530172V","NS","HARRISBURG","101254","","COUDONS RD","2","2","24","24015","Cecil","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,632","831850J","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24510","Baltimore","MD","PR"
"POINT (-76.85690071612163 39.62199406327864)","1,633","832036F","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-75.69109116496585 38.20598230673089)","1,634","530575J","NS","HARRISBURG","101272","","WILSON","2","1","24","24039","Somerset","MD","PR"
"POINT (-77.54291249834853 39.68104507777107)","1,635","831810L","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-76.82729871956198 39.710392044576984)","1,636","832051H","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-76.85572571346195 39.66268905451149)","1,637","832043R","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-78.92451208073771 39.49338916958917)","1,638","832519M","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,639","831846U","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24510","Baltimore","MD","PR"
"POINT (-76.65649979969828 39.291690120981976)","1,640","831632C","CSX","BALTIMORE","HANOVER","US 1","MONROE ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.63539680800723 39.26809312489379)","1,641","831615L","CSX","BALTIMORE","HANOVER","MD 295","RUSSELL ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.66688079971465 39.24107113211789)","1,642","831612R","CSX","BALTIMORE","HANOVER","","A STREET","2","1","24","24510","Baltimore","MD","PR"
"POINT (-76.64429980507748 39.26809312554936)","1,643","831617A","CSX","BALTIMORE","BALTIMORE TERM","","WICOMOCO ST","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.85159871467782 39.67129105331544)","1,644","832041C","CSX","BALTIMORE","HANOVER","CO191","ALESIA RD","3","3","24","24013","Carroll","MD","PR"
"POINT (-77.38831556588607 39.371762132588444)","1,645","915126L","CSX","BALTIMORE","OLD MAIN LINE","","PVT RD-M/W ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-76.50610884557987 39.3040621131919)","1,646","530162P","NS","HARRISBURG","101258","MU 100","CATON AVE","3","3","24","24005","Baltimore","MD","PR"
"POINT (-77.0631496674397 39.371756120595684)","1,647","915124X","CSX","BALTIMORE","OLD MAIN LINE","","PRIVATE ROAD","2","1","24","24013","Carroll","MD","PR"
"POINT (-76.85519971756324 39.618675063280676)","1,648","832034S","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24013","Carroll","MD","PR"
"POINT (-79.05714604096326 39.473875178578844)","1,649","915278H","CSX","C&O","THOMAS","","WESTRACO PLANT","2","1","24","24001","Allegany","MD","PR"
"POINT (-75.90882901368495 39.627882026510925)","1,650","915121C","CSX","BALTIMORE","PHILADELPHIA","","PRIVATE ROAD","2","1","24","24015","Cecil","MD","PR"
"POINT (-77.62113747556249 39.64757108749944)","1,651","831821Y","CSX","BALTIMORE","HANOVER","","PRIVATE RD.","2","1","24","24043","Washington","MD","PR"
"POINT (-77.67259045943538 39.64771608957102)","1,652","915240L","CSX","BALTIMORE","HANOVER","","PRIVATE ROAD","2","1","24","24043","Washington","MD","PR"
"POINT (-77.02334470448803 38.985085196393975)","1,653","915117M","CSX","BALTIMORE","METROPOLITAN","","PED. OVERPASS","2","2","24","24031","Montgomery","MD","PR"
"POINT (-76.92018974088624 38.91511720700401)","1,654","915112D","CSX","BALTIMORE","LANDOVER","","PRIVATE","2","1","24","24033","Prince George's","MD","PR"
"POINT (-78.94363407665226 39.47758517278891)","1,655","915488X","CSX","ALLEGHENY DIVI","GEORGES CREEK","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-77.38831556588607 39.371762132588444)","1,656","915127T","CSX","BALTIMORE","OLD MAIN LINE","","PVT RD-M/W ROAD","2","1","24","24021","Frederick","MD","PR"
"POINT (-78.97224606992367 39.44647518009921)","1,657","915276U","CSX","C&O","THOMAS","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-79.0425260440837 39.50925017142198)","1,658","915490Y","CSX","C&O","GEORGES CREEK","","JUNK YARD","2","1","24","24001","Allegany","MD","PR"
"POINT (-77.72293544902402 39.574432105613965)","1,659","915239S","CSX","BALTIMORE","LURGAN","","LESLIE DRIVE","2","1","24","24043","Washington","MD","PR"
"POINT (-78.94363407665226 39.47758517278891)","1,660","915487R","CSX","ALLEGHENY DIVI","GEORGES CREEK","","PRIVATE ROAD","2","1","24","24001","Allegany","MD","PR"
"POINT (-77.53381852691712 39.27342215776974)","1,661","915128A","CSX","BALTIMORE","METROPOLITAN","","CANAL RD","2","1","24","24021","Frederick","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,662","858184A","PBR","SPARROWS POINT","","","GREY'S RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,663","858192S","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,664","858193Y","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,665","858186N","PBR","SPARROWS POINT","","","GREY'S RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,666","858197B","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,667","858188C","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,668","858191K","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,669","858185G","PBR","SPARROWS POINT","","","GREYS RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46398686477836 39.21926112832275)","1,670","858196U","PBR","SPARROWS POINT","","","WHARF ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46398686477836 39.21926112832275)","1,671","858199P","PBR","SPARROWS POINT","","OP 525","WHARF ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,672","858202V","PBR","SPARROWS POINT","","","SHIPYARD ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,673","858189J","PBR","SPARROWS POINT","","","GREY'S RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,674","858213H","PBR","SPARROWS POINT","","","SHIPPING ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,675","858208L","PBR","SPARROWS POINT","","","STRIP MILL RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,676","858210M","PBR","SPARROWS POINT","","","E SHIPPING RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,677","858209T","PBR","SPARROWS POINT","","","PENWOOD RD EXT","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,678","858211U","PBR","SPARROWS POINT","","","EAST B' ST","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,679","858203C","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,680","858204J","PBR","SPARROWS POINT","","OP 524","TIN MILL RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,681","858205R","PBR","SPARROWS POINT","","OP 530","PENNWOOD RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,682","858194F","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,683","858216D","PBR","SPARROWS POINT","","","E SHIPPING RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,684","858200G","PBR","SPARROWS POINT","","","5TH STREET","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46838886308159 39.217757129093485)","1,685","858219Y","PBR","SPARROWS POINT","","","PENWOOD RD EXT","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,686","858229E","PBR","SPARROWS POINT","","","WEST SHOP RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,687","858198H","PBR","SPARROWS POINT","","","POWERHOUSE RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,688","858190D","PBR","SPARROWS POINT","","","GREY'S RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,689","858214P","PBR","SPARROWS POINT","","","E STRIP RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,690","858221A","PBR","SPARROWS POINT","","","RD TO CCT MILL","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,691","858236P","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,692","858195M","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,693","858217K","PBR","SPARROWS POINT","","","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,694","858226J","PBR","SPARROWS POINT","","","WEST SHOP ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,695","858227R","PBR","SPARROWS POINT","","","EAST B' ST","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,696","858212B","PBR","SPARROWS POINT","","","E SHIPPING RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46398686477836 39.21926112832275)","1,697","858234B","PBR","SPARROWS POINT","","","WHARF ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,698","858250K","PBR","SPARROWS POINT","","OP 524","TIN MILL ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.514682847282 39.24482212565294)","1,699","858271D","PBR","SPARROWS POINT","","","E BLAST FURNACE","2","1","24","24510","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,700","858215W","PBR","SPARROWS POINT","","","E SHIPPING RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46215286344274 39.23709012515055)","1,701","858224V","PBR","SPARROWS POINT","","","WAREHOUSE RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,702","858240E","PBR","SPARROWS POINT","","","PENWOOD WHARF RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,703","858232M","PBR","SPARROWS POINT","","","RD TO SLAG OFF","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,705","858248J","PBR","SPARROWS POINT","","","PENWOOD RD EXT","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,706","858207E","PBR","SPARROWS POINT","","","PVT RD LANGENFLDR","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,707","858246V","PBR","SPARROWS POINT","","","SO PIPE MILL RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,708","858254M","PBR","SPARROWS POINT","SOUTH","PLANT","POWERHOUSE RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,709","858223N","PBR","SPARROWS POINT","","","RD TO CCT MILL","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,710","858239K","PBR","SPARROWS POINT","","","SHIPYARD ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,711","858218S","PBR","SPARROWS POINT","","","J' YD RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.4682528628974 39.21688112901288)","1,712","858228X","PBR","SPARROWS POINT","","","PENWOOD RD EXT","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,713","858235H","PBR","SPARROWS POINT","","","SHIPYARD RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,714","858251S","PBR","SPARROWS POINT","","MD 151","NORTH PT BLVD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46369686511827 39.214691129904324)","1,715","858233U","PBR","SPARROWS POINT","","","CANAL ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46398686477836 39.21926112832275)","1,716","858249R","PBR","SPARROWS POINT","","OP 525","WHARF RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.46689486289152 39.23515112553813)","1,717","858225C","PBR","SPARROWS POINT","","","WAREHOUSE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,718","858241L","PBR","SPARROWS POINT","","","PVT RD TO #5SCALE","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,719","858206X","PBR","SPARROWS POINT","","OP 524","TIN MILL RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,720","858245N","PBR","SPARROWS POINT","","","S PIPE MILL ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,721","858253F","PBR","SPARROWS POINT","MAIN LIN GRAYS","OP 5631","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,722","858187V","PBR","SPARROWS POINT","","","GREY'S RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,723","858201N","PBR","SPARROWS POINT","","","PLATE MILL RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,724","858230Y","PBR","SPARROWS POINT","","","SHOP RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,725","858244G","PBR","SPARROWS POINT","","","PARKING LOT","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,726","858231F","PBR","SPARROWS POINT","","","MACHINE RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,727","858243A","PBR","SPARROWS POINT","","","PIPE MILL RD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,728","858237W","PBR","SPARROWS POINT","SE C'YD","","SHIPYARD ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.52051584447769 39.250656124760425)","1,729","858252Y","PBR","SPARROWS POINT","MAINLIN-GRAY'S","OP 5631","PRIVATE ROAD","2","1","24","24005","Baltimore","MD","PR"
"POINT (-76.63622980760192 39.27077412449037)","1,730","936016J","CSX","BALTIMORE","BALTIMORE TERM","","MONROE ST","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.79672876623322 39.12275316029997)","1,731","936070C","CSX","BALTIMORE","CAPITAL","","DORSEY RUN ROAD","3","2","24","24027","Howard","MD","PR"
"POINT (-76.63651680727996 39.27004712522864)","1,732","936015C","CSX","BALTIMORE","BALTIMORE TERM","","I-95 SB","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.63654280768135 39.269829125210585)","1,733","936014V","CSX","BALTIMORE","BALTIMORE TERM","","I-95 NB","3","2","24","24510","Baltimore","MD","PR"
"POINT (-79.43477892038594 39.54363618053631)","1,734","943954B","WVC","WVC","CHEAT","PRIVATE","CHEAT RIVER CAMPG","2","1","54","54083","Randolph","MD","PR"
"POINT (-77.28197861142705 39.177535167802446)","1,735","936076T","CSX","BALTIMORE","METROPOLIAN","","FATHER HURLEY BLV","3","2","24","24031","Montgomery","MD","PR"
"POINT (-76.57048113192222 39.205725435099595)","1,736","937664E","CSX","BALTIMORE","BALTIMORE TERM","","I-695 WB","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.5866645264141 39.20704213532513)","1,737","937662R","CSX","BALTIMORE","BALTIMORE TERM","","I-695 WB","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.57048113192222 39.205725435099595)","1,738","937663X","CSX","BALTIMORE","BALTIMORE TERM","","I-695 EB","3","2","24","24005","Baltimore","MD","PR"
"POINT (-77.74460243962979 39.60561809994601)","1,739","948809U","NS","VIRGINIA","NW","I-70","D.EISENHOWER HWY","3","2","24","24043","Washington","MD","PR"
"POINT (-76.54934783885184 39.20439213450894)","1,740","937666T","CSX","BALTIMORE","BALTIMORE TERM","","I-695 EB","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.54934783885184 39.20439213450894)","1,741","937665L","CSX","BALTIMORE","BALTIMORE TERM","","I-695 WB","3","2","24","24005","Baltimore","MD","PR"
"POINT (-76.5866645264141 39.20704213532513)","1,742","937661J","CSX","BALTIMORE","BALTIMORE TERM","","I-695 EB","3","2","24","24005","Baltimore","MD","PR"
"POINT (-77.79621543510373 39.43379113609857)","1,743","948810N","NS","VIRGINIA","NW","","CANAL NAT. PARK","1","3","24","24043","Washington","MD","PR"
"POINT (-76.92860573442452 38.97827819427296)","1,744","922872L","CSX","BALTIMORE","CAPITAL","","PEDESTRIAN UNDER","1","3","24","24033","Prince George's","MD","PR"
"POINT (-77.14699575958153 39.084950580970585)","1,745","922892X","CSX","BALTIMORE","METROPOLITAN","","PEDESTRIAN UNDERP","2","3","24","24031","Montgomery","MD","PR"
